age,workclass,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income,region
20,Private,13,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,<=50K,Asia
30,Private,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
21,Self-emp-not-inc,8,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
30,Private,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,60,<=50K,Asia
41,Private,9,Divorced,Other-service,Not-in-family,Other,Male,42,<=50K,Asia
47,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,<=50K,Asia
27,Private,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,46,<=50K,Asia
36,Private,9,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,30,<=50K,Asia
67,Private,14,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,25,<=50K,Asia
39,Self-emp-inc,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,49,<=50K,Asia
38,Private,4,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,49,<=50K,Asia
21,Private,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
59,Private,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
46,Local-gov,10,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,46,<=50K,Asia
31,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
45,Private,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
29,Private,9,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,47,<=50K,Asia
49,Private,13,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,30,<=50K,Asia
32,State-gov,11,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
21,Private,10,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,40,<=50K,Asia
43,Private,10,Divorced,Other-service,Unmarried,Other,Female,30,<=50K,Asia
57,Private,3,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,50,<=50K,Asia
51,Private,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
49,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,20,<=50K,Asia
22,Private,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,20,<=50K,Asia
34,Private,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25,<=50K,Asia
34,Private,7,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
27,Local-gov,10,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
25,Private,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
39,Private,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,<=50K,Asia
21,Private,10,Separated,Other-service,Own-child,Asian-Pac-Islander,Female,24,<=50K,Asia
45,Private,3,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,43,<=50K,Asia
29,Private,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,30,<=50K,Asia
33,Local-gov,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
47,Private,11,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,35,<=50K,Asia
33,Private,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
31,Private,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,45,<=50K,Asia
26,Private,9,Divorced,Machine-op-inspct,Other-relative,Other,Male,35,<=50K,Asia
43,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
46,Private,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,20,<=50K,Asia
30,Private,9,Married-spouse-absent,Other-service,Unmarried,Other,Female,30,<=50K,Asia
25,Private,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,40,<=50K,Asia
19,State-gov,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
64,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,25,<=50K,Asia
32,Private,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
30,Private,11,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
29,Private,11,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,25,<=50K,Asia
46,Private,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,50,<=50K,Asia
32,Local-gov,11,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,20,<=50K,Asia
30,Private,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,<=50K,Asia
42,Local-gov,3,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,44,<=50K,Asia
44,Local-gov,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
50,Private,9,Divorced,Exec-managerial,Not-in-family,Other,Female,40,<=50K,Asia
25,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,<=50K,Asia
25,Private,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,40,<=50K,Asia
28,Private,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,50,<=50K,Asia
47,Private,4,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
48,Private,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
20,Private,9,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,<=50K,Asia
31,Private,10,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,60,<=50K,Asia
56,Local-gov,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
48,Private,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,40,<=50K,Asia
21,Private,14,Never-married,Exec-managerial,Not-in-family,Other,Female,40,<=50K,Asia
31,Private,9,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,45,<=50K,Asia
35,Private,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
26,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,36,<=50K,Asia
35,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
34,Private,13,Never-married,Exec-managerial,Not-in-family,Other,Male,47,<=50K,Asia
22,Private,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,30,<=50K,Asia
26,Federal-gov,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
46,Private,7,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
37,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
44,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,<=50K,Asia
41,Local-gov,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,30,<=50K,Asia
36,Private,11,Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
23,Private,9,Married-spouse-absent,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,35,<=50K,Asia
26,State-gov,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,8,<=50K,Asia
34,Private,14,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,<=50K,Asia
28,Private,10,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,40,<=50K,Asia
61,Private,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,60,<=50K,Asia
26,Private,4,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,25,<=50K,Asia
24,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,49,<=50K,Asia
35,Private,11,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,45,<=50K,Asia
31,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,52,<=50K,Asia
28,Private,9,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
29,Private,11,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,60,<=50K,Asia
28,Private,12,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,47,<=50K,Asia
33,Private,4,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,9,<=50K,Asia
34,Private,10,Divorced,Other-service,Unmarried,Other,Female,44,<=50K,Asia
25,Private,13,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,25,<=50K,Asia
20,Private,7,Separated,Other-service,Own-child,Asian-Pac-Islander,Female,10,<=50K,Asia
49,Private,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,35,<=50K,Asia
19,Private,3,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,13,<=50K,Asia
49,Federal-gov,12,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
25,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,50,<=50K,Asia
30,Private,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,60,<=50K,Asia
40,State-gov,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
26,Private,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,52,<=50K,Asia
46,Local-gov,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
21,Private,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,40,<=50K,Asia
24,Private,9,Never-married,Transport-moving,Own-child,Other,Male,60,<=50K,Asia
44,State-gov,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
36,Private,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
23,Local-gov,9,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,47,<=50K,Asia
28,Private,10,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
41,Private,4,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
32,Private,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,50,<=50K,Asia
49,Private,11,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
24,Local-gov,8,Separated,Prof-specialty,Own-child,Asian-Pac-Islander,Male,11,<=50K,Asia
34,Private,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,52,<=50K,Asia
37,Local-gov,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,60,<=50K,Asia
30,Private,10,Divorced,Handlers-cleaners,Own-child,Other,Male,60,<=50K,Asia
72,Private,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,25,<=50K,Asia
32,Private,10,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,51,<=50K,Asia
32,Private,12,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,35,<=50K,Asia
39,Private,12,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,40,<=50K,Asia
29,Private,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,<=50K,Asia
29,Private,7,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
29,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,37,<=50K,Asia
31,Private,10,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Male,30,<=50K,Asia
25,Local-gov,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
18,Private,10,Separated,Machine-op-inspct,Own-child,Other,Female,40,<=50K,Asia
34,Private,3,Never-married,Farming-fishing,Own-child,Other,Male,40,<=50K,Asia
50,Private,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
29,Private,10,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,40,<=50K,Asia
33,Private,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,25,<=50K,Asia
44,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
33,Private,10,Divorced,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
62,Private,10,Separated,Other-service,Other-relative,Asian-Pac-Islander,Female,40,<=50K,Asia
32,Private,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,30,<=50K,Asia
49,Private,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
32,Private,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,53,<=50K,Asia
23,Private,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,20,<=50K,Asia
32,State-gov,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,30,<=50K,Asia
72,Private,5,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
44,Self-emp-inc,16,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,35,<=50K,Asia
33,Private,13,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,35,<=50K,Asia
25,Private,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,51,<=50K,Asia
26,Private,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,60,<=50K,Asia
55,Private,11,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
30,Private,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,50,<=50K,Asia
42,Private,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
64,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
27,Private,9,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,53,<=50K,Asia
38,Private,10,Married-spouse-absent,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,48,<=50K,Asia
37,Local-gov,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,49,<=50K,Asia
34,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
46,Private,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,44,<=50K,Asia
45,Private,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,51,<=50K,Asia
32,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,35,<=50K,Asia
30,Private,3,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
55,Private,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,60,<=50K,Asia
34,Private,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
34,Private,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,50,<=50K,Asia
36,Private,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,54,<=50K,Asia
43,State-gov,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,30,<=50K,Asia
40,Private,9,Married-civ-spouse,Farming-fishing,Husband,Other,Male,48,<=50K,Asia
23,Private,4,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,24,<=50K,Asia
48,Private,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,60,<=50K,Asia
33,Private,3,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
30,Private,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,43,<=50K,Asia
30,Private,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
49,Private,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,38,<=50K,Asia
23,Private,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,47,<=50K,Asia
26,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,<=50K,Asia
57,Private,14,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
23,Private,4,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,7,<=50K,Asia
29,Private,13,Married-civ-spouse,Exec-managerial,Wife,Other,Female,44,<=50K,Asia
23,Private,10,Widowed,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,35,<=50K,Asia
23,Private,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,30,<=50K,Asia
34,Private,13,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,<=50K,Asia
23,State-gov,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,35,<=50K,Asia
29,Private,9,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,60,<=50K,Asia
50,Local-gov,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
44,Private,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
35,Private,12,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,30,<=50K,Asia
34,Private,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,45,<=50K,Asia
44,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
37,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20,<=50K,Asia
30,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
31,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,50,<=50K,Asia
36,Private,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,40,<=50K,Asia
58,Private,9,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
23,Private,4,Never-married,Protective-serv,Other-relative,Asian-Pac-Islander,Male,40,<=50K,Asia
26,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,60,<=50K,Asia
59,Private,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,11,<=50K,Asia
39,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,<=50K,Asia
22,Private,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
19,State-gov,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,8,<=50K,Asia
29,Private,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
37,Local-gov,3,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,50,<=50K,Asia
18,Private,10,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,40,<=50K,Asia
24,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
33,Private,14,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Male,30,<=50K,Asia
19,Private,9,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
32,Private,14,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,20,<=50K,Asia
34,Private,8,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,46,<=50K,Asia
34,Local-gov,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,46,<=50K,Asia
36,Private,14,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
22,Private,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
25,Local-gov,9,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,<=50K,Asia
31,State-gov,10,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia
44,Private,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,35,<=50K,Asia
44,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
59,Private,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
38,Private,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,46,<=50K,Asia
43,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia
21,Private,9,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
35,Private,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,Asia
32,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,<=50K,Asia
17,Private,9,Separated,Sales,Own-child,Asian-Pac-Islander,Male,11,<=50K,Asia
43,State-gov,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,60,<=50K,Asia
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,49,<=50K,Asia
28,Private,10,Divorced,Machine-op-inspct,Not-in-family,Other,Female,40,<=50K,Asia
28,Local-gov,9,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,17,<=50K,Asia
17,Private,7,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,<=50K,Asia
63,Private,12,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,35,<=50K,Asia
